id,weight
query/devtools/shell.cpp,1510
cs/doxygen/osquery.css,1291
query/events/events.cpp,746
query/database/database.cpp,607
ols/tests/test_base.py,567
ols/provision/lib.sh,547
query/tables/system/darwin/processes.cpp,560
query/extensions/extensions.cpp,553
query/registry/registry.cpp,538
rnel/src/osquery.cpp,491
query/core/init.cpp,483
ols/formatting/git-clang-format.py,485
query/core/watcher.cpp,451
akeLists.txt,397
query/config/config.cpp,388
query/filesystem/filesystem.cpp,396
clude/osquery/registry.h,737
query/tables/system/darwin/apps.mm,372
clude/osquery/events.h,902
ols/profile.py,354
query/tables/system/darwin/keychain_acl.cpp,339
query/core/test_util.cpp,356
query/events/tests/events_tests.cpp,410
ake/CMakeLibs.cmake,328
query/logger/logger.cpp,361
query/tables/system/darwin/packages.cpp,329
rnel/src/circular_queue_kern.c,342
ols/codegen/gentable.py,366
query/database/tests/results_tests.cpp,298
query/events/linux/tests/inotify_tests.cpp,336
query/sql/virtual_table.cpp,305
ols/codegen/genapi.py,296
ols/tests/test_extensions.py,340
query/tables/system/linux/processes.cpp,300
query/events/linux/inotify.cpp,297
query/events/darwin/tests/fsevents_tests.cpp,312
query/filesystem/tests/filesystem_tests.cpp,290
query/database/db_handle.cpp,303
query/events/linux/audit.cpp,321
rnel/CMakeLists.txt,258
query/events/darwin/diskarbitration.cpp,258
query/events/darwin/fsevents.cpp,287
query/config/packs.cpp,249
ols/deployment/make_osx_package.sh,253
query/tables/utility/osquery.cpp,249
query/tables/system/darwin/preferences.cpp,260
query/tables/system/darwin/extended_attributes.cpp,245
query/CMakeLists.txt,264
query/tables/system/darwin/keychain_utils.cpp,260
query/tables/other/yara_utils.cpp,284
cs/doxygen/DoxygenLayout.xml,194
query/core/tables.cpp,237
query/sql/sqlite_util.cpp,235
ols/tests/test_http_server.py,235
query/extensions/interface.cpp,228
query/tables/system/freebsd/processes.cpp,237
query/registry/tests/registry_tests.cpp,272
query/tables/networking/darwin/routes.cpp,222
query/tables/system/darwin/xprotect.cpp,220
rnel/src/publishers/darwin/kernel_file_events.c,209
query/config/tests/config_tests.cpp,224
query/logger/plugins/tls.cpp,282
query/extensions/tests/extensions_tests.cpp,242
query/remote/transports/tls.cpp,211
query/tables/system/darwin/process_open_descriptors.cpp,209
query/tables/networking/linux/routes.cpp,206
query/extensions/interface.h,351
query/core/system.cpp,211
clude/osquery/database.h,627
query/distributed/distributed.cpp,190
query/filesystem/darwin/plist.mm,192
clude/osquery/tables.h,356
query/tables/system/darwin/user_groups.mm,165
query/events/darwin/iokit_hid.cpp,202
query/tables/system/darwin/authorizations.mm,172
rnel/include/feeds.h,199
query/tables/networking/linux/process_open_sockets.cpp,182
query/config/tests/packs_tests.cpp,181
rnel/src/publishers/darwin/process_events.c,177
query/tables/system/darwin/tests/firewall_tests.cpp,152
query/core/flags.cpp,172
query/tables/system/darwin/firewall.cpp,170
query/tables/system/ubuntu/deb_packages.cpp,193
ols/provision/rhel.sh,153
ols/tests/test_osqueryi.py,152
query/tables/events/yara_events.cpp,185
query/tables/system/linux/model_specific_register.cpp,159
ols/tests/utils.py,169
query/tables/system/centos/rpm_packages.cpp,175
ols/deployment/osqueryctl,138
query/tables/system/darwin/launchd.cpp,170
query/tables/applications/darwin/browser_plugins.cpp,175
query/tables/networking/interfaces.cpp,166
query/core/watcher.h,283
query/tables/system/darwin/sysctl_utils.cpp,174
ake/Packages.cmake,123
query/devtools/printer.cpp,149
query/tables/events/linux/process_events.cpp,183
clude/osquery/config.h,488
query/events/linux/udev.cpp,160
ols/deployment/make_linux_package.sh,144
query/events/darwin/scnetwork.cpp,157
query/sql/benchmarks/sql_benchmarks.cpp,156
ols/provision/ubuntu.sh,150
ols/tests/stress.py,139
query/tables/system/cpuid.cpp,151
query/tables/system/darwin/startup_items.cpp,157
query/tables/networking/linux/iptables.cpp,151
query/tables/other/yara.cpp,160
ols/lib.sh,128
query/logger/tests/logger_tests.cpp,177
query/remote/transports/tests/tls_transports_tests.cpp,164
query/tables/networking/utils.cpp,139
query/sql/tests/sqlite_util_tests.cpp,143
clude/osquery/core.h,289
query/tables/system/darwin/system_info.cpp,145
query/dispatcher/dispatcher.cpp,145
query/tables/system/darwin/kernel_info.cpp,151
query/tables/system/darwin/tests/extended_attributes_tests.cpp,131
query/events/tests/events_database_tests.cpp,158
query/remote/requests.h,287
query/dispatcher/scheduler.cpp,142
ols/provision/oracle.sh,134
query/remote/utility.h,212
query/tables/system/darwin/packages.h,143
clude/osquery/flags.h,215
query/tables/networking/linux/inet_diag.h,145
kefile,122
ols/deployment/osqueryd.initd,142
ake/FindRocksDB.cmake,133
query/events/kernel.cpp,138
query/database/tests/query_tests.cpp,138
ols/provision/debian.sh,130
query/tables/system/suid_bin.cpp,134
query/tables/system/darwin/iokit_registry.cpp,139
query/logger/plugins/filesystem.cpp,143
query/tables/system/system_controls.cpp,128
query/tables/utility/file.cpp,132
query/tables/events/darwin/process_events.cpp,124
query/core/tests/flags_tests.cpp,140
query/tables/system/darwin/kernel_extensions.cpp,128
query/events/darwin/fsevents.h,156
query/core/hash.cpp,119
query/tables/networking/freebsd/process_open_sockets.cpp,120
query/tables/system/crontab.cpp,122
query/tables/system/smbios_utils.cpp,112
query/tables/system/linux/block_devices.cpp,117
query/events/benchmarks/events_benchmarks.cpp,129
ols/provision/centos.sh,113
query/events/darwin/iokit_hid.h,152
query/core/tests/tables_tests.cpp,133
query/tables/CMakeLists.txt,103
query/remote/enroll/enroll.cpp,120
query/dispatcher/dispatcher.h,300
query/tables/system/darwin/usb_devices.cpp,118
query/sql/sql.cpp,112
query/events/linux/tests/audit_tests.cpp,133
query/tables/system/darwin/keychain_items.cpp,114
query/tables/system/linux/sysctl_utils.cpp,117
query/tables/system/darwin/block_devices.cpp,112
query/devtools/tests/printer_tests.cpp,106
query/core/darwin/conversions.cpp,112
query/events/kernel/circular_queue_user.cpp,105
ols/provision.sh,98
query/database/query.cpp,117
query/remote/enroll/plugins/tls.cpp,115
query/filesystem/linux/mem.cpp,112
query/tables/applications/browser_utils.cpp,107
query/distributed/tests/distributed_tests.cpp,104
query/tables/system/darwin/certificates.mm,106
query/sql/sqlite_util.h,213
query/tables/system/darwin/tests/apps_tests.cpp,104
query/events/linux/inotify.h,171
query/tables/applications/browser_firefox.cpp,104
query/tables/events/file_access_events.cpp,94
clude/osquery/extensions.h,169
query/tables/system/linux/disk_encryption.cpp,93
clude/osquery/filesystem.h,338
query/events/darwin/diskarbitration.h,98
query/database/tests/db_handle_tests.cpp,93
query/filesystem/darwin/tests/plist_tests.cpp,105
query/tables/system/darwin/pci_devices.cpp,101
query/events/linux/audit.h,198
query/tables/system/ubuntu/apt_sources.cpp,109
query/events/kernel/tests/kernel_communication_tests.cpp,88
ols/tests/test_osqueryd.py,94
query/events/darwin/kernel_util.cpp,95
query/core/test_util.h,139
query/events/kernel/benchmarks/kernel_communication_benchmarks.cpp,83
query/tables/system/darwin/managed_policies.cpp,91
query/config/plugins/tls.cpp,99
query/tables/system/darwin/ad_config.cpp,91
query/tables/system/darwin/nvram.cpp,92
ols/codegen/amalgamate.py,85
query/distributed/plugins/tls.cpp,83
query/tables/system/darwin/nfs_shares.cpp,74
query/tables/system/linux/pci_devices.cpp,88
query/remote/enroll/tests/enroll_tests.cpp,98
ake/FindReadline.cmake,80
query/remote/transports/tls.h,135
query/tables/system/linux/shared_memory.cpp,87
query/remote/tests/requests_tests.cpp,80
query/database/db_handle.h,248
query/tables/system/darwin/sandboxes.cpp,83
