,AudioKit,Hystrix,Leaflet,OptiKey,PhysicsJS,animate.css,bdb,beets,brackets,caffe,calcuta,cpython,earthdata-search,emcee,exo,fsharp,gimp,hospitalrun-frontend,iina,jenkins,osquery,pybuilder,scikitlearn,shellcheck,soundnode-app,spacemacs,standard,uws
ApproximationTreeMap,0.9677128724349374,0.9793973878821369,0.9030731435728647,0.9651175346561003,0.8839715864749973,0.9817674029204709,0.9839417261500016,0.9693656364652453,0.9842098231908353,0.9765024528713466,0.9561431516028731,0.9556475801768914,0.9653815518760167,0.9834357360797101,0.9567558948650055,0.9665266278951351,0.9639684176670456,0.9125907262030626,0.9585141331786068,0.9777630198018065,0.9536333597670575,0.983211003520633,0.9500948885911176,0.9859015237935533,0.9555668885820354,0.9477085254204892,0.9684359282450047,0.985488446082159
HilbertTreeMap,0.9661804957264749,0.9794989649972007,0.9197067227514276,0.9374161810044781,0.8774769280523157,0.9708999736739538,0.9891240900770315,0.9655457524812823,0.9911783034138039,0.9852460453420326,0.9504703020065931,0.9638293181219465,0.9549526008630117,0.978164576535917,0.9754669770423031,0.9340346087047895,0.9782947425870163,0.9000900615113864,0.9629480314299848,0.9789528849584923,0.9591271089306689,0.9819720597605672,0.9676912737961774,0.9692928177848475,0.9294823417115883,0.9553682663380508,0.9554970171185847,0.9797182705248381
MooreTreeMap,0.9696168886228421,0.9819429357135312,0.9260697623911328,0.9583759460366424,0.9283268021033694,0.9825895464580795,0.9895842697548195,0.9815083974271683,0.9908684649329217,0.9832854213508504,0.9652171024320484,0.9707608888673658,0.9581226240693486,0.9816815816545041,0.9743642020679469,0.9390226266831959,0.9809413960716616,0.9064345167049346,0.9746565455731581,0.9833874721624657,0.9512533819602926,0.9857935788218596,0.9701013631001808,0.9657069151501461,0.9298107098323328,0.9608512307295453,0.9785003182652168,0.9843788932469525
nmac,0.9703551631567154,0.9864630730437766,0.9430326596939705,0.9818886562282597,0.9498456915111542,0.992241078388148,0.9937128590560449,0.984946547915027,0.9852782608642213,0.9892593635717674,0.9776209400231329,0.9846613722818779,0.9803586724735612,0.9914169937410844,0.9783466796693767,0.9592905515571131,0.9830940605807316,0.9382655018999481,0.9826283388142487,0.9854948853341746,0.979300224882454,0.9857948332982667,0.9761093860036505,0.9933994473150213,0.92051479395993,0.9603681795662001,0.9815748245892066,0.9919588912270144
nmew,0.9725666293223921,0.9820984216280632,0.9197188895449766,0.970547164241519,0.9255471399990713,0.9890479580358542,0.9794927223335765,0.9857366965106666,0.9834083523747813,0.9889664397874401,0.9588355688053801,0.9772031557114121,0.9797836306047139,0.983312477439789,0.9681687556523562,0.933553361413249,0.9713165667460443,0.9290841517530607,0.9826646890746691,0.989119264563036,0.952331299814564,0.988892850925108,0.9662732796373029,0.9907721723089085,0.9290176364709551,0.9453669433020927,0.9625029752234583,0.9866644505697241
PivotByMiddle,0.8981969455842548,0.9713789250372379,0.8785426410612115,0.9565288505902168,0.8938540621527876,0.9828170697477044,0.97992553683901,0.9493215048969156,0.9540199674898957,0.9587598690631498,0.9441462366788917,0.9446784107823734,0.9637316940826307,0.9709856281354653,0.9401027878512298,0.9053926890431467,0.9430297743930557,0.8692441388020814,0.9331826921547086,0.9653787792977906,0.9394690264812853,0.936164000468603,0.9307997450569768,0.9498100327228994,0.9502824524082083,0.9253654996599507,0.9505338253287101,0.9832661392339033
PivotBySize,0.92989583916194,0.9736569022841887,0.8954049770817688,0.9301881409925287,0.8953276407438219,0.9748432984516733,0.9839784839356376,0.9588642387085125,0.9649235581520965,0.9571488733641104,0.946451680411511,0.9545808588081699,0.9670532851783137,0.9821606371955981,0.945320861945181,0.9501871410752303,0.9546373974367287,0.9139799594778899,0.9568194855137826,0.9743693803847616,0.9428552983564039,0.9629417567175029,0.938390551913573,0.9796447095389639,0.9302395712495148,0.9416381095736389,0.9530893542933704,0.9865750459091092
PivotBySplit,0.9639339395942735,0.9779575130081104,0.8981866669573512,0.9606910869460675,0.8996447479034844,0.978232855298224,0.987494763237072,0.966634354055014,0.983855601220201,0.9709184202921476,0.9574039037523564,0.9568927854880663,0.9497297530910814,0.9721414806958909,0.9468691185762373,0.9516779481032167,0.9497126013930174,0.9145799068803747,0.9561218408572962,0.9807386017219295,0.9496995129669827,0.9794251251218635,0.9495048741885053,0.9804598841336126,0.9583285872652773,0.9401952839212815,0.9627759640855773,0.9787088701113079
SliceAndDice,0.9865725367743045,0.9929661002409765,0.9738166843991582,0.9868464792226199,0.9691155549622341,0.9943410826223207,0.9952157098353887,0.9958154546749028,0.9951046285398685,0.9954751430845076,0.986730101158421,0.9922774798873015,0.9851076166222772,0.9916155475422247,0.9915879814382788,0.9737391141937899,0.9946370609288262,0.9644059074238064,0.9954958891991503,0.9953212365393476,0.987657770278709,0.9973961886923731,0.9914230625509306,0.99769846205469,0.9606792715742906,0.9822781718271054,0.9858726411965391,0.9962693121796095
SpiralTreeMap,0.9704921775686792,0.977222931230274,0.8968086068105412,0.9152693838714774,0.9169186229107393,0.9780666928978495,0.977479454354095,0.9598132344064756,0.9877270468862249,0.9750273557670931,0.9530812185137532,0.9303478329788668,0.9566852906563446,0.9766180371075524,0.9469603249464412,0.9427854019387113,0.9475770969366296,0.8877446372460135,0.9719979400451803,0.9663423490094598,0.9529696568871394,0.9876706345698485,0.9596331423493453,0.9761631773195127,0.9484198632911937,0.946813043989613,0.9591056858303986,0.9796549066779661
SquarifiedTreeMap,0.9446975742807853,0.9741860815335599,0.8846301771512849,0.9590033960686551,0.8779447968683997,0.965524687478242,0.9590237674504628,0.9533642750165479,0.9808809772843301,0.9645477219740354,0.8784768951426511,0.9449050815309904,0.9455836907651456,0.9722254788614884,0.9456140704654449,0.9547719850374431,0.9445214952010911,0.8674181617458169,0.940067260824952,0.9534585059918167,0.944490935824762,0.9738050727562997,0.9424637897801031,0.9783769770504029,0.9469669510954726,0.9215377481791385,0.9564056122204803,0.9768018245241693
StripTreeMap,0.9512082154323359,0.9770706087081752,0.9019350704463505,0.9545340397820361,0.8838731358498355,0.9669328291503356,0.963552320166309,0.9562989247824129,0.986155732910594,0.9719108525844874,0.9473161391842465,0.956878686554176,0.9640206516738211,0.9739009460391309,0.9583882042267632,0.9458443473266169,0.9519506268437092,0.8871404286379003,0.9404158788117856,0.9637458193060597,0.961545061866354,0.9805634059329088,0.954386231263243,0.9787642946636065,0.9474240732213799,0.9341010255375541,0.9580292239568079,0.9790806573318027
