,AudioKit,Hystrix,Leaflet,OptiKey,PhysicsJS,animate.css,bdb,beets,brackets,caffe,calcuta,cpython,earthdata-search,emcee,exo,fsharp,gimp,hospitalrun-frontend,iina,jenkins,osquery,pybuilder,scikitlearn,shellcheck,soundnode-app,spacemacs,standard,uws
ApproximationTreeMap,0.9676975014569067,0.9793770588552142,0.902900637361338,0.965100254270314,0.8835897329058654,0.9819505587006113,0.9841790152886195,0.9693596016619501,0.9842077534258226,0.9765193469285147,0.9559952150739965,0.9559657769228644,0.9653669022032306,0.9841385612305259,0.9567440519729026,0.9664959911538249,0.9639807541870696,0.91254085583553,0.9585133952923222,0.977761748321304,0.9535974475294284,0.9831929595526223,0.9500803031128591,0.9869767162310804,0.9554821073503863,0.9476543770793097,0.9773252320601542,0.986044409596578
HilbertTreeMap,0.9661661512071386,0.9794710860967006,0.9196175595847559,0.9374208279443954,0.8771095178560023,0.9709856876344432,0.9894118185663239,0.9655627544550542,0.9911783078956917,0.9852708703422057,0.9503196056702834,0.9642270992129967,0.9549382639911383,0.9788233316193538,0.9754598717053651,0.9340066202161454,0.9783052468497985,0.9001032032026665,0.9629582755842487,0.9789519039722613,0.9590962006598399,0.9819559439839047,0.9676811306245816,0.9702939736519189,0.9294609978477792,0.9553428648182094,0.9611603831812453,0.9803124055321437
MooreTreeMap,0.9696043922570762,0.9819483183909588,0.9259121504620363,0.9583871225407932,0.9282050695786671,0.9827666317599106,0.9899969514032939,0.9814972479097078,0.9908676490233552,0.9833074458183825,0.9651924361364412,0.9711792004908782,0.9581132973743702,0.9827286742287696,0.9743572283136193,0.9390028300186565,0.9809525281399193,0.9064468147441005,0.974674440184954,0.9833866128872982,0.9512219112148462,0.9857800148030011,0.970091507399119,0.966560470914503,0.9298800969937931,0.9608466909128575,0.9868668431724315,0.9850365036308828
nmac,0.9703459826826677,0.9864729052211069,0.9429525581536033,0.9819001164495859,0.949773300041417,0.9923399784427792,0.9941325339671634,0.9850015452563031,0.9852764421257407,0.9892819331535054,0.9777155993971909,0.984998300154477,0.9803952394574983,0.9929832897262533,0.9783406169381526,0.9592712698303854,0.9831126108933157,0.9382847559067203,0.9826964104716364,0.9854944531078436,0.9792837804887083,0.9857838958299996,0.9761028449492469,0.9945839222529826,0.9205621863040769,0.9603381877855985,0.9942109425608063,0.9925509905311594
nmew,0.9725515282434709,0.9820971331288505,0.9195819442817156,0.9705399434167713,0.9254698953568459,0.9892372546124124,0.9797620068420279,0.9857461081900499,0.9834066696808907,0.9889893315745684,0.9589929797585971,0.9776703764127102,0.9797879665423451,0.9844277261389206,0.9681620693340454,0.9335224915674625,0.9713323318054237,0.9290840978259882,0.9827306748161059,0.989118698682818,0.9523055261324144,0.9888875121966706,0.9662644865580227,0.9917882658860829,0.9289694791638531,0.9453660749309529,0.9758599949187986,0.9873028047618372
PivotByMiddle,0.898177283025298,0.9713438960989359,0.8783251834950285,0.9565109298782651,0.8935263380878735,0.9829081728971811,0.980242549264098,0.949304434755573,0.9540165924908146,0.9587777866938811,0.9439977009474231,0.9450621729264648,0.9637049940125247,0.9716391755373553,0.9400877449828422,0.9053625542410173,0.9430399541323596,0.8692060450596218,0.9331790091282682,0.9653772791815088,0.9394180889073617,0.9361298870544997,0.9307812813613734,0.9508433893188807,0.9502014943582898,0.9253020851532526,0.9573476994099275,0.983808856365756
PivotBySize,0.9298759224938167,0.97362779847992,0.8952649286677952,0.9301649092395692,0.8949858138152406,0.9749368241089369,0.9842574111301738,0.9588500292925899,0.9649207658570744,0.9571443639348437,0.946327555964447,0.9549603175177388,0.9670418654086796,0.9826242992923709,0.945305829193409,0.9501529580031037,0.9546465297626984,0.9139604971142099,0.9568277669307864,0.9743680809375667,0.9428143993550864,0.9629126232648766,0.9383750851899328,0.9807342883502598,0.9302524250707391,0.9415807824516402,0.9606034800924705,0.9871716823825573
PivotBySplit,0.9639189924986208,0.97792731506993,0.8980150025051636,0.9606727704302078,0.899319674882235,0.9784151421721962,0.9876906789334758,0.9666233261358639,0.9838534952472001,0.9709344573827753,0.9572784698504669,0.9572484866816113,0.9497158107330008,0.9727144268153932,0.9468555756635271,0.9516440417094449,0.9497243457153901,0.9145353076445943,0.95612008125224,0.9807373860044112,0.9496643455917534,0.9794081147548193,0.9494884523688673,0.9815055296350352,0.958249635288935,0.9401520818827852,0.9715466254651511,0.9792638926893678
SliceAndDice,0.9865641338467955,0.9930072388224283,0.9739292324316087,0.9868536972047771,0.9692765344455607,0.9945377718532299,0.9957460583226925,0.9958568737559599,0.9951043906711846,0.9955012132631248,0.987125774010663,0.9927454747336371,0.985191205103241,0.993148598502378,0.9915884339867445,0.9737248955576614,0.994653771622236,0.964483038382274,0.9956060481742811,0.9953213254093835,0.9876490054237206,0.997424533875978,0.9914209127756376,0.9992582353927714,0.9607047149192475,0.9823404856821318,0.9991365128604406,0.9969993836022396
SpiralTreeMap,0.9704766489664975,0.9772183619116986,0.8966485025662041,0.9152657858223039,0.9166190629590101,0.9781564471074314,0.9778212388115753,0.9598096018519348,0.9877249181081158,0.9750440206077459,0.9529784280937724,0.9306707089384663,0.9567099886369064,0.9773135805380849,0.9469504026951353,0.9427550484496501,0.9475898647860345,0.8877252038542821,0.9720023820714834,0.9663410325054632,0.9529317419945305,0.987660754476296,0.9596227508700419,0.9770937350512824,0.9483470642071523,0.9468139036206391,0.9670101779406934,0.9802769161233322
